product_id,category,supplier,region,responsible,minimum_stock,maximum_stock,current_stock,monthly_sales,sales_last_7_days,sales_last_30_days,lead_time_days,unit_cost,seasonality_index,demand_trend,target_risk_level,stock_turnover_rate,safety_stock_ratio,stock_coverage_days,stock_pressure_index,inventory_value,excess_stock,stock_deficit,sales_velocity,reorder_urgency,daily_sales,days_until_stockout,stock_value_ratio
P00036,Livros,Fornecedor D,MG,João,186,1116,2032,554,137,591,1,315.07,1.72,0.47,medium,0.27263779527559057,0.09153543307086615,110.0361010830325,0.06742125984251969,640222.24,916,0,0.9272419627749577,-1846.0,18.466666666666665,110.0361010830325,0.025959735481853926
P00037,Esportes,Fornecedor I,GO,Roberto,207,828,1415,392,111,476,25,810.32,0.43,0.41,medium,0.27703180212014133,0.14628975265017669,108.29081632653062,0.0784452296819788,1146602.8,587,0,0.9327731092436975,-48.32,13.066666666666666,108.29081632653062,0.010256385210292526
P00038,Eletrônicos,Fornecedor F,PR,Carlos,121,726,421,471,158,678,34,266.89,0.46,0.45,low,1.1187648456057007,0.28741092636579574,26.81528662420382,0.3752969121140142,112360.68999999999,0,0,0.9321533923303835,-8.823529411764707,15.7,26.81528662420382,0.1257557247111957
P00039,Automotivo,Fornecedor A,MG,Roberto,65,325,9,335,110,473,39,215.91,1.03,0.33,critical,37.22222222222222,7.222222222222222,0.8059701492537313,12.222222222222221,1943.19,0,56,0.9302325581395349,1.435897435897436,11.166666666666666,0.8059701492537313,5.171908048106464
P00040,Automotivo,Fornecedor H,RJ,Carlos,469,3283,2100,599,202,867,10,825.55,0.53,-0.15,low,0.28523809523809524,0.22333333333333333,105.17529215358933,0.09619047619047619,1733655.0,0,0,0.9319492502883506,-163.1,19.966666666666665,105.17529215358933,0.010365384116216894
P00041,Eletrodomésticos,Fornecedor G,PE,Carlos,188,1128,1618,665,115,495,20,987.1,1.85,0.41,medium,0.4110012360939431,0.1161928306551298,72.99248120300751,0.07107540173053152,1597127.8,490,0,0.9292929292929293,-71.5,22.166666666666668,72.99248120300751,0.012491173217321745
P00042,Brinquedos,Fornecedor J,BA,Juliana,430,1720,2104,372,54,235,7,557.32,1.1,0.48,medium,0.17680608365019013,0.20437262357414449,169.67741935483872,0.025665399239543727,1172601.28,384,0,0.9191489361702128,-239.14285714285714,12.4,169.67741935483872,0.00951730156733242
P00043,Livros,Fornecedor C,SP,Carlos,410,1640,2853,471,88,378,16,278.77,1.27,-0.15,medium,0.1650893796004206,0.14370837714686296,181.71974522292996,0.030844724851034,795330.8099999999,1213,0,0.9312169312169312,-152.6875,15.7,181.71974522292996,0.017766192158455422
P00044,Livros,Fornecedor A,MG,Maria,195,975,1582,295,96,412,37,399.17,1.88,-0.24,medium,0.18647281921618206,0.12326169405815424,160.88135593220338,0.0606826801517067,631486.9400000001,607,0,0.9320388349514563,-37.486486486486484,9.833333333333334,160.88135593220338,0.01401454161506491
P00045,Eletrodomésticos,Fornecedor E,GO,Ana,480,1920,667,1105,379,1627,29,170.96,1.2,0.05,medium,1.656671664167916,0.719640179910045,18.108597285067873,0.568215892053973,114030.32,0,0,0.9317762753534112,-6.448275862068965,36.833333333333336,18.108597285067873,0.29071215445155285
P00046,Jardinagem,Fornecedor D,PE,Ana,227,681,357,12,3,16,12,762.13,0.9,-0.31,low,0.03361344537815126,0.6358543417366946,892.5,0.008403361344537815,272080.41,0,0,0.75,-10.833333333333334,0.4,892.5,0.0013231382590168843
P00047,Jardinagem,Fornecedor J,RS,Juliana,422,2954,4842,854,121,521,17,773.7,1.66,-0.47,medium,0.17637339942172656,0.08715406856670797,170.0936768149883,0.024989673688558447,3746255.4000000004,1888,0,0.9289827255278311,-260.0,28.466666666666665,170.0936768149883,0.006838828981067334
P00048,Eletrodomésticos,Fornecedor H,SC,Maria,426,2556,5027,1256,424,1818,20,875.25,1.05,0.45,medium,0.24985080564949275,0.08474239108812413,120.07165605095541,0.08434453948677144,4399881.75,2471,0,0.9328932893289329,-230.05,41.86666666666667,120.07165605095541,0.008563866517549023
P00049,Jardinagem,Fornecedor A,GO,Roberto,325,2275,4452,219,47,203,26,27.58,0.84,0.43,medium,0.04919137466307277,0.07300089847259658,609.8630136986302,0.010557053009883199,122786.15999999999,2177,0,0.9261083743842364,-158.73076923076923,7.3,609.8630136986302,0.05350765916940476
P00050,Alimentos,Fornecedor J,RJ,Pedro,484,2420,84,1028,122,524,19,562.42,1.53,-0.34,critical,12.238095238095237,5.761904761904762,2.4513618677042803,1.4523809523809523,47243.28,0,400,0.9312977099236641,21.05263157894737,34.266666666666666,2.4513618677042803,0.6527912541212211
P00051,Livros,Fornecedor A,SC,Roberto,226,1356,1662,297,65,280,12,215.04,1.66,-0.09,medium,0.17870036101083034,0.13598074608904934,167.87878787878788,0.03910950661853189,357396.48,306,0,0.9285714285714286,-119.66666666666667,9.9,167.87878787878788,0.024930295899948426
P00052,Móveis,Fornecedor D,BA,Fernanda,129,774,128,965,123,527,21,341.54,1.65,0.33,high,7.5390625,1.0078125,3.979274611398964,0.9609375,43717.12,0,1,0.9335863377609108,0.047619047619047616,32.166666666666664,3.979274611398964,0.6622119663875388
P00053,Bebidas,Fornecedor H,BA,Pedro,448,1344,2549,185,45,193,42,785.17,1.96,0.16,medium,0.07257748136524127,0.1757551981169086,413.35135135135135,0.017653981953707338,2001398.3299999998,1205,0,0.9326424870466321,-50.023809523809526,6.166666666666667,413.35135135135135,0.0027730611726851997
P00054,Esportes,Fornecedor E,PR,Carlos,403,2015,3425,672,131,563,34,192.84,1.64,-0.11,medium,0.19620437956204378,0.11766423357664234,152.90178571428572,0.038248175182481754,660477.0,1410,0,0.9307282415630551,-88.88235294117646,22.4,152.90178571428572,0.03052339445582511
P00055,Alimentos,Fornecedor B,CE,João,184,736,844,1340,304,1304,7,638.7,1.61,0.24,low,1.5876777251184835,0.21800947867298578,18.895522388059703,0.36018957345971564,539062.8,108,0,0.9325153374233128,-94.28571428571429,44.666666666666664,18.895522388059703,0.07457387154149757
P00056,Cosméticos,Fornecedor F,PR,Pedro,32,96,10,895,232,997,35,654.91,1.76,0.4,high,89.5,3.2,0.335195530726257,23.2,6549.099999999999,0,22,0.9307923771313942,0.6285714285714286,29.833333333333332,0.335195530726257,4.099799972515308
P00057,Alimentos,Fornecedor E,PE,João,222,666,837,815,260,1116,15,954.14,0.3,0.43,medium,0.973715651135006,0.26523297491039427,30.809815950920242,0.3106332138590203,798615.1799999999,171,0,0.931899641577061,-41.0,27.166666666666668,30.809815950920242,0.03061549618929107
P00058,Móveis,Fornecedor B,SC,Ana,414,2898,2910,1163,315,1351,1,775.39,0.92,-0.12,low,0.3996563573883162,0.1422680412371134,75.06448839208943,0.10824742268041238,2256384.9,12,0,0.9326424870466321,-2496.0,38.766666666666666,75.06448839208943,0.015462787399437038
P00059,Cosméticos,Fornecedor C,CE,João,244,1708,148,1023,222,955,26,803.83,1.55,-0.33,high,6.912162162162162,1.6486486486486487,4.340175953079179,1.5,118966.84000000001,0,96,0.9298429319371728,3.6923076923076925,34.1,4.340175953079179,0.257971044704558
P00060,Esportes,Fornecedor I,RS,Ana,22,154,203,168,52,222,35,532.07,1.32,0.41,medium,0.8275862068965517,0.10837438423645321,36.25,0.2561576354679803,108010.21,49,0,0.9369369369369369,-5.171428571428572,5.6,36.25,0.046662255355303904
P00061,Móveis,Fornecedor G,RJ,Maria,110,330,646,347,113,488,25,187.59,0.6,-0.41,medium,0.5371517027863777,0.17027863777089783,55.85014409221902,0.17492260061919504,121183.14,316,0,0.9262295081967213,-21.44,11.566666666666666,55.85014409221902,0.08590303898710662
P00062,Vestuário,Fornecedor G,SC,Maria,426,1704,83,316,45,196,42,426.14,0.82,0.22,critical,3.8072289156626504,5.132530120481928,7.879746835443038,0.5421686746987951,35369.619999999995,0,343,0.9183673469387755,8.166666666666666,10.533333333333333,7.879746835443038,0.2680266285020874
P00063,Bebidas,Fornecedor F,PR,Juliana,33,198,25,1043,251,1076,15,549.94,0.87,-0.36,high,41.72,1.32,0.7190795781399808,10.04,13748.500000000002,0,8,0.9330855018587361,0.5333333333333333,34.766666666666666,0.7190795781399808,2.275884641960941
P00064,Esportes,Fornecedor H,SP,Juliana,373,2611,3419,612,112,480,22,678.74,1.27,-0.11,medium,0.1789997075168178,0.1090962269669494,167.5980392156863,0.032758116408306524,2320612.06,808,0,0.9333333333333333,-138.45454545454547,20.4,167.5980392156863,0.007911705845396666
P00065,Livros,Fornecedor D,CE,Carlos,20,80,76,443,56,242,6,608.1,1.71,-0.09,low,5.828947368421052,0.2631578947368421,5.146726862302483,0.7368421052631579,46215.6,0,0,0.9256198347107438,-9.333333333333334,14.766666666666667,5.146726862302483,0.2875652377119414
P00066,Jardinagem,Fornecedor H,CE,Pedro,282,1410,1964,265,72,310,15,394.58,1.89,-0.34,medium,0.134928716904277,0.14358452138492872,222.3396226415094,0.03665987780040733,774955.12,554,0,0.9290322580645162,-112.13333333333334,8.833333333333334,222.3396226415094,0.010258658591738835
P00067,Vestuário,Fornecedor D,RJ,Carlos,461,3227,437,102,32,139,24,266.05,1.58,0.42,high,0.2334096109839817,1.0549199084668193,128.52941176470588,0.07322654462242563,116263.85,0,24,0.920863309352518,1.0,3.4,128.52941176470588,0.026319444952149787
P00068,Brinquedos,Fornecedor H,MG,Ana,440,2640,404,1198,185,794,21,169.06,1.73,-0.5,high,2.9653465346534653,1.0891089108910892,10.11686143572621,0.45792079207920794,68300.24,0,36,0.9319899244332494,1.7142857142857142,39.93333333333333,10.11686143572621,0.5262060572554357
P00069,Esportes,Fornecedor I,BA,Carlos,290,1450,1813,284,87,373,7,694.15,1.1,0.39,medium,0.15664644236072808,0.15995587424158852,191.51408450704224,0.04798676227247656,1258493.95,363,0,0.9329758713136729,-217.57142857142858,9.466666666666667,191.51408450704224,0.006769996788621829
P00070,Brinquedos,Fornecedor C,BA,João,103,515,15,103,32,139,29,645.75,0.96,0.38,critical,6.866666666666666,6.866666666666666,4.368932038834951,2.1333333333333333,9686.25,0,88,0.920863309352518,3.0344827586206895,3.433333333333333,4.368932038834951,0.31900890437475804
P00071,Cosméticos,Fornecedor C,SP,Ana,210,1260,222,202,66,286,32,687.69,0.97,-0.18,medium,0.9099099099099099,0.9459459459459459,32.97029702970297,0.2972972972972973,152667.18000000002,0,0,0.9230769230769231,-0.375,6.733333333333333,32.97029702970297,0.03969418967455873
P00072,Vestuário,Fornecedor B,PE,Juliana,30,210,106,152,27,116,32,373.15,1.35,0.2,low,1.4339622641509433,0.2830188679245283,20.92105263157895,0.25471698113207547,39553.899999999994,0,0,0.9310344827586207,-2.375,5.066666666666666,20.92105263157895,0.1152857240373263
P00073,Bebidas,Fornecedor J,PE,Maria,349,1047,9,113,37,159,5,263.15,0.51,-0.25,critical,12.555555555555555,38.77777777777778,2.3893805309734515,4.111111111111111,2368.35,0,340,0.9308176100628931,68.0,3.7666666666666666,2.3893805309734515,1.431376274621572
P00074,Livros,Fornecedor C,RS,Juliana,476,2856,225,874,167,717,4,759.96,1.29,0.26,high,3.8844444444444446,2.1155555555555554,7.723112128146453,0.7422222222222222,170991.0,0,251,0.9316596931659693,62.75,29.133333333333333,7.723112128146453,0.15334140393354034
P00075,Eletrodomésticos,Fornecedor C,SC,Pedro,220,1320,2383,334,82,352,22,773.87,1.43,0.06,medium,0.14015946286193873,0.09232060428031892,214.04191616766468,0.03441040704993705,1844132.21,1063,0,0.9318181818181818,-98.31818181818181,11.133333333333333,214.04191616766468,0.005433449915177178
P00076,Livros,Fornecedor E,GO,Ana,149,894,1215,48,6,26,18,456.16,1.05,-0.2,medium,0.03950617283950617,0.12263374485596708,759.375,0.0049382716049382715,554234.4,321,0,0.9230769230769231,-59.22222222222222,1.6,759.375,0.0025981786767476
P00077,Móveis,Fornecedor E,MG,Ana,302,1510,2942,305,38,166,35,612.29,1.92,-0.1,medium,0.10367097212780421,0.1026512576478586,289.3770491803279,0.01291638341264446,1801357.18,1432,0,0.9156626506024096,-75.42857142857143,10.166666666666666,289.3770491803279,0.005079503444175353
P00078,Livros,Fornecedor B,PR,João,307,1228,693,962,273,1174,17,374.15,1.33,0.19,low,1.3881673881673882,0.443001443001443,21.61122661122661,0.3939393939393939,259285.94999999998,0,0,0.9301533219761499,-22.705882352941178,32.06666666666667,21.61122661122661,0.11130568393698155
P00079,Medicamentos,Fornecedor J,GO,Pedro,410,1230,2332,7,1,7,24,702.25,0.67,0.41,medium,0.003001715265866209,0.1758147512864494,9994.285714285714,0.0004288164665523156,1637647.0,1102,0,0.5714285714285714,-80.08333333333333,0.23333333333333334,9994.285714285714,0.00012823276322675154
P00080,Papelaria,Fornecedor F,GO,Maria,110,770,637,32,5,24,2,835.89,1.11,-0.37,low,0.05023547880690738,0.1726844583987441,597.1875,0.007849293563579277,532461.9299999999,0,0,0.8333333333333334,-263.5,1.0666666666666667,597.1875,0.001802945799336302
P00081,Eletrodomésticos,Fornecedor E,CE,Roberto,313,2191,4364,732,118,505,13,688.55,1.45,0.07,medium,0.1677360219981668,0.07172318973418881,178.85245901639345,0.027039413382218148,3004832.1999999997,2173,0,0.9346534653465347,-311.61538461538464,24.4,178.85245901639345,0.007308228392919911
P00082,Alimentos,Fornecedor F,SP,Ana,368,1472,148,108,29,126,15,513.07,0.85,-0.25,high,0.7297297297297297,2.4864864864864864,41.11111111111111,0.19594594594594594,75934.36,0,220,0.9206349206349206,14.666666666666666,3.6,41.11111111111111,0.0426684309975089
P00083,Jardinagem,Fornecedor A,BA,Ana,37,222,13,1287,150,644,5,459.2,0.44,0.3,high,99.0,2.8461538461538463,0.30303030303030304,11.538461538461538,5969.599999999999,0,24,0.9316770186335404,4.8,42.9,0.30303030303030304,6.467770034843206
P00084,Eletrônicos,Fornecedor E,RS,João,50,150,292,241,73,315,3,642.68,1.29,-0.43,medium,0.8253424657534246,0.17123287671232876,36.34854771784232,0.25,187662.56,142,0,0.926984126984127,-80.66666666666667,8.033333333333333,36.34854771784232,0.03852659795326249
P00085,Bebidas,Fornecedor I,PE,Carlos,364,2548,4910,595,80,344,37,680.13,1.91,0.19,medium,0.12118126272912423,0.07413441955193482,247.56302521008405,0.016293279022403257,3339438.3,2362,0,0.9302325581395349,-122.86486486486487,19.833333333333332,247.56302521008405,0.005345210300786213
P00086,Vestuário,Fornecedor J,SP,Fernanda,312,2184,1790,8,1,6,37,559.17,1.12,-0.33,low,0.004469273743016759,0.17430167597765364,6712.5,0.0005586592178770949,1000914.2999999999,0,0,0.6666666666666666,-39.945945945945944,0.26666666666666666,6712.5,0.00023978076844341219
P00087,Papelaria,Fornecedor B,CE,Maria,155,930,1350,537,111,475,37,625.32,1.84,0.1,medium,0.3977777777777778,0.11481481481481481,75.41899441340783,0.08222222222222222,844182.0000000001,420,0,0.9347368421052632,-32.2972972972973,17.9,75.41899441340783,0.019083562549308083
P00088,Bebidas,Fornecedor A,PR,Juliana,265,1060,1699,368,84,363,3,97.49,1.72,0.34,medium,0.21659799882283695,0.1559741024131842,138.5054347826087,0.049440847557386695,165635.50999999998,639,0,0.9256198347107438,-478.0,12.266666666666667,138.5054347826087,0.06665237424028218
P00089,Vestuário,Fornecedor J,RS,Pedro,471,1413,2793,1060,211,907,35,951.81,0.55,0.26,medium,0.3795202291442893,0.1686358754027927,79.04716981132074,0.07554600787683495,2658405.33,1380,0,0.9305402425578831,-66.34285714285714,35.333333333333336,79.04716981132074,0.011962058472099135
P00090,Jardinagem,Fornecedor I,CE,Ana,236,944,1040,550,105,452,23,790.98,1.5,0.25,low,0.5288461538461539,0.22692307692307692,56.727272727272734,0.10096153846153846,822619.2000000001,96,0,0.9292035398230089,-34.95652173913044,18.333333333333332,56.727272727272734,0.02005788340461783
P00091,Ferramentas,Fornecedor J,BA,Ana,245,980,1144,399,136,585,28,374.55,1.04,0.02,low,0.3487762237762238,0.21416083916083917,86.01503759398496,0.11888111888111888,428485.2,164,0,0.9299145299145299,-32.107142857142854,13.3,86.01503759398496,0.02793562064687415
P00092,Ferramentas,Fornecedor I,BA,Juliana,370,1110,1404,283,75,324,30,563.25,0.73,0.39,medium,0.20156695156695156,0.26353276353276356,148.8339222614841,0.053418803418803416,790803.0,294,0,0.9259259259259259,-34.46666666666667,9.433333333333334,148.8339222614841,0.01073592285309995
P00093,Brinquedos,Fornecedor I,BA,Maria,389,1167,302,664,81,347,18,48.28,1.47,0.09,high,2.198675496688742,1.2880794701986755,13.644578313253012,0.2682119205298013,14580.56,0,87,0.9337175792507204,4.833333333333333,22.133333333333333,13.644578313253012,1.366202669856302
P00094,Bebidas,Fornecedor F,SP,Fernanda,464,3248,418,741,160,689,36,42.19,1.56,0.42,high,1.7727272727272727,1.1100478468899522,16.923076923076923,0.3827751196172249,17635.42,0,46,0.9288824383164006,1.2777777777777777,24.7,16.923076923076923,1.2605313624512489
P00095,Ferramentas,Fornecedor H,SP,Carlos,498,3486,6195,926,297,1274,33,251.55,0.61,0.05,medium,0.14947538337368846,0.08038740920096853,200.70194384449243,0.04794188861985472,1558352.25,2709,0,0.9324960753532182,-172.63636363636363,30.866666666666667,200.70194384449243,0.017826521571101785
P00096,Medicamentos,Fornecedor A,PE,Ana,22,66,78,24,4,19,26,690.01,1.85,0.01,low,0.3076923076923077,0.28205128205128205,97.5,0.05128205128205128,53820.78,12,0,0.8421052631578947,-2.1538461538461537,0.8,97.5,0.013377732541222926
P00097,Eletrodomésticos,Fornecedor J,PE,Fernanda,219,1095,818,291,40,173,40,852.3,1.58,-0.28,low,0.35574572127139364,0.26772616136919314,84.32989690721651,0.0488997555012225,697181.3999999999,0,0,0.9248554913294798,-14.975,9.7,84.32989690721651,0.01252184868959499
